,mbti,comments
40256,ENFJ,1 연인 사이에 서운한 적이 왜 없었겠나요 인팁은 보통 본인 생각이나 의견이 가장 합리적인 결론이라고 생각하는 경향이 있어요 그냥 본인만 그렇게 생각하면 좋은데 가끔 그게 맞다고 우길 때가 있거든요 그게 좀 짜증스럽기도 했고 서운하기도 했었던 것 같네요 근데 그렇다고 싸운 적은 없었어요 제가 워낙 평화주의자라 싸우는걸 싫어해서요 2 전 여친과 질려서 헤어지셨다라 제가 전남친현남편을 통해 겪은 봐로는 인팁은 상대에 대한 좋고 싫고의 판단을 상당히 빨리 내리는 편입니다 본인이 생각하기에 아닌 것 같다인팁 본인피셜 냉철한 분석과 판단으로 내린 결론 싶은 인연은 미련없이 끊어내는 편이고 그 결정에 대해 그다지 후회하지도 않는 편이에요 잘 질려한다기 보다는 걍 좋고 나쁘고가 확실하다는게 더 맞는 것 같아요 3 표현을 잘 하시는 편이라고 하셨는데요 상대방이 애교도 많이 부리시고 표현도 잘하신다면 그건 정말 본인을 좋아해서 일거에요 가면은 절대 아니라고 봐요 제 남편도 밖에 나가면 세상 무한 사람인데 오로지 저랑 있을 때만 그렇거든요 하핳 너무 걱정 안하셔도 될 것 같아요 도움이 되셨길 바라고 부디 예쁜 연애 오래오래 하시길 바랍니다
61047,ISFP,연애할 때 서로의 영역을 존중하고 독립적인 게 좋으신가요
49969,ENFJ,또 이렇게 한커플에 행복을 도와드렸습니다 하느님 제 차례는 언제인지요
55634,ISTP,저도그렇습니다 딱 제기준에 정떨어질 짓 아닌이상 망가지던 거적대길 입던 살좀찌던 아무상관없어요
27971,ISFP,확 아니라는게 싫어지는건 아니구요 그냥 본래의 자기모습으로 돌아간다고 해야할까요 제일 편하고 자기다운 모습이 나오는거같아요 근데 그 본래모습이 나오면 그 모습이 한결같이 주욱 가는거같아요
28950,ISFP,저는 찐친이라고 생각들면 이성적으로 생각 안 드는거같아요 이건 사람마다 다를거같아요
53973,ENTP,데려온 게 너무 미안할 정도였다니 백남준 모니터 저는 첨에 보고 넘 감탄했는데요 빨려들어가는줄 알았어요 자몽리님 엠비티아이도 궁금하네요 미술관 좋은데 잇팁이랑은 같이 안가는 걸루
53329,ISFJ,너무 편해지면 좋은 친구라고 인식을 해버려서 약간의 스킨쉽같은 플러팅도 필요할거같아여 부담없이 편하지만 긴장되고 설레는 포인트는 한두번 해주셔야 인식해요 외적인거 절대 제스타일아닌데 이사람이 너무 다정해서 다정한포인트에 팍 꽂혀서 바로 폴인럽 해버린적잇어서 외적인건 크게 중요하지 않은거같아여
35637,INTP,용기있는 고백 멋있어용 잘안되길 빌어도댐 빌자 저도 빌고감니당
9365,ENFP,그냥 본인이 잘 나와서 보통 다들 그러던데용
62160,ENFP,답변 감사드려요 좋은 밤 되세요
75885,INTP,공감합니다
23487,ISFP,글에서도 수다력이 느껴집니다 저도 상대적으로 저보다 말이 많은 어릴때부터 알고지내는 친구가 있어서 생각나네요 멀리 횡단보도 건너편에 서있는거 보기만해도 웃음이 터지는 그런 사이 친구는 마음맞는 사람 한명 두명이면 족해요
23463,ISFJ,보통은 여자들이 화장 지우고 편하게 있을 시간이고 땀에 얼굴 빨갛게 되었는데 민망 했습니다 평소엔 영상통화 잘 안하는데 제가 인사 안드린 분들 만날 땐 꼭 영상통화 걸어서 부끄러워요 저랑 술먹을 때 남자친구가 엄마께도 영상통화 걸어서 인사 시키구요 잘 안하는 사람이 하는거면 많이 좋아하는건가요 그랬으면 좋겠습니다 워낙 표현이 없는 사람이어서요
76827,INTP,초성이었어요
65746,ISTP,엔팁 재밌어여
40360,INTP,네 관심있는 유형들을 알아가려고 해요
27655,ISFP,원래 저럽니다 병 아깐 걱정마세요
74375,INTJ,음 저라면 무시당한다는 느낌이라 짜증날 거 같아요 말을 안 걸고 귀찮게 안하면 좋지만 무시당하는 것과는 다르다고 생각해요
42462,INFP,연락처 차단까지는 안 했고 본인이 이런 사람이니 좋은 사람 만나셔라 잘 지내셔라 하고 끝났어요
21557,ESFP,엣프제에게 계산이란 없어요 그때 기분에따라 꼭 해야겠다고 생각한 툭 튀어나온 진심일겁니다
17596,ESFJ,그런거라면 바로 연락해주세요 엣프제는 서로 좋아한다는 확신믿음이 제일 중요해서 그런말을 했다면 아마 상대방도 미련 일 거 같아요
69775,ISFP,그쵸 진짜 질투가 없는 사람 없는데 제가 눈치를 못채는걸까요 질투 안해도 될정도로 제가 안심을 주는걸까요 우씨
62884,ENFP,저는 살짝 차분한 사람한테 끌리는거 같긴해요 제가 좀 감정적이기도하고 말이 많아서 제 말 잘들어주는사람이 괜찮더라구요
59465,ESTP,그러니까요 저도요 그나마 인팁 좋았지만 결국 단조로움에 헤어진 해서 글 올려봐요
44043,INFJ,남펀entp찐친entjenfj인데 t너무좋아요
9045,INTP,그건 그렇죠
44265,INFP,하 맞아요 완전 나쁜 사람이었다면 쳐낼 생각을 하는데 좋은 구석이 많기도 해서 진짜 내가 잘못했나보다 생각하게 되고 오메 의도치않은 가스라이팅을 당하게 되네요 그리고 이게 진짜 fi와 fe의 차이인지 몰라도 저는 제 감정 제 생각을 말하는데 익숙한데 엔프제는 늘 타인을 먼저 쳐다보고 있어서 그런가 몰라도 뭔 자기 말만 하냐고 이기적이라고 하더라구요 들어줘서 뛴거였는데
5351,ESFJ,하 진짜 통제권 공감 싸우다가 아픈 얘기 나와서 어디 아파괜찮아했더니 그건 됬고 이말 하는데그냥 본인이 하려는 말만 하려는데그렇게 상처일수가 없어요
56706,ESTP,저도 비슷해요 술만 먹으면 완전 달라지는 친군데 여러번 실수 했거든요 근데 오래된친구라는 이유로 자꾸 받아주게 되더라고요 그리고 술 안마시면 착한애라 어떤 선을 넘었는지도 중요한거 같아요
65784,INTP,외모 색안경은 오히려 상대방에게 그만큼 의미부여 해줄 수도 있어요
60239,INFP,정말 울기 싫은데 조절이 안되고 그냥 또 울컥 정작 무기로 쓰고 싶을 땐 안나오던데요 진짜 뭔가 마음이 감정이 진심이어야 나오던데용 그게 기쁨이든 슬픔이든 짜증이든
45441,ISTP,아 환승
14346,ESFJ,아마 말투는 연인이셨던 글쓴님이 더 잘 아실 부분이라 말씀드리기 어렵지만 저도 제 성격상 이별이 다가오면 사진첩부터 정리하고 그래서 희망이 아예 없지는 않을 것 같은데 일단 후회없이 잡아보고 오시면 좋겠어요 저도 누군가에게 매달려본 적이 있었는데 해볼만큼 하고나니 나중에 너무 후련해지더라구요
16147,ISFJ,집을 매우 좋아하기 때문에 제 주변 잇프제들 다 집좋아하고 다양한 직업이네요 저 같은 경우 혼자도 잘 돌아다니긴 합니다
35810,ENTJ,어머 보통은 이성으로서 설렘이 있으면 더 다지 않나요 설렘으로 인한 불편함은 안좋은 기분일까요
43330,ENFP,앜 인프제에게 증오대상 절대 되고싶지 않은 1인임다홀호
28296,ISFP,요령이 필요한 때가 있는데 말이 잇프피에 비해 많다보니 두통이 올때가 있어요 순식간에 여러 주제로 바뀌는 이야기에 집중하려고 노력해야해요 그래서 말이 너무 많을때는 집중이 안되서 웬만한건 흘려들어요 그래야 두통이 안와서 근데 문제점은 지나서 물을때 그때 내가 뭐라그랬어 이러면 제가 대답을 못할때가 있어요 한번은 기억 못하는걸로 너무 쪼아대길래 저도 항변했죠 아니 말이 많아도 너무 많아서 내가 다 듣고 연산하기가 힘들어서 그렇다 수학문제를 1시간동안 계속 듣고있는다고 다 기억나고 외워지는건 아니지 않냐 딱 추려서 핵심만 말하던지 말이 너무 많아서 듣는 사람이 다 외울수 없다는걸 수긍하던지 둘중 한가지만 해달라고 그렇구나 그럴수있겠네 해놓고선 몇달 지나고보면 이랬던거 까먹고 또 뭐라해요
59114,ISTP,귀엽게 생겼다는뜻
79144,ISTJ,더 얘기해 봤는데 아직은 그냥 얘기하고 데이트하는 것만으로도 즐겁고 행복해서 굳이 성적인 영역까지 가지 않고그것도 자기한테는 그냥 자극 추구 컨텐츠의 일종이라서 좀 남겨두고 싶다 이렇게 얘기하네요 댓글 감사합니다
64206,ENTP,전 없어요 몇시간이면 풀리더라고요 물론 전 애교 풀장착입니다
45970,ESTP,잇팁과 엣팁은 헷갈릴 일이 거의 없다는 게 제 의견입니다 엣팁들은 내가 엣팁임을 마음 깊이 알고있음
7827,ESTJ,아니요 이제 한달 됐습니다
77692,ENTP,너무 맞는말인데요 밍뚜니님이 무조건 의사를 옹호하는 입장도 아니구만요 저 친구분은 nf이신가요
10037,ENTJ,저 부분에 대해서 너의 이런 말투는 내가 느끼기에 이렇고 이렇게 해줬으면 하는데 서운하다 구체적으로 설명부터 하시고 왜 그러는지 혹시 오해를 한건지 내가 서운하지 않게 설명 해달라고 하시는게 좋을 것 같아요
39237,ESTP,지인 인프피있는데 기본적으로 성향이 안맞습니다 본인 잘못보다 기분나쁜게 우선이랄까 사회생활에도 이게 적용되는 느낌이고 약속시간에 루즈할때가 있어서 안맞는다 느껴집니다
6286,ENFP,그러게요 잘해보고 싶은 마음에 네 알겠습니다 감사해요
3314,ENFJ,엔프제는 내용과 이 사람이 왜 이런 말을 하는지 그 마음까지 알겁니다 근데 좀 민감한 면이 있어서 윗분 말대로 전달되는 말투나 뉘앙스에 기분이 상하거나 불편해질 수 있어요 뜻과 내용을 모르진 않아요 전달하는 당신의 태도말투를 점검할 필요는 있겠네요 그리구 사실 어떤 말일지라도 진짜 가깝다고 느끼고 믿고있는 사람이라면 결국 받아들이고 날 생각해서 말해준 걸 고맙게 여길 거에요 근데 그 정도 관계가 아니라면 히 멀어지려 할겁니다 잘 지내고싶다면 진심어린 사과가 필요할 수 있겠네요
81491,INTP,와 위에 댓글 보니까 인팁잘알이시네요 저도 장기간 연애 중인데 마음속 한켠에는 항상 내가 못난 사람이니 상대를 보내줘야하는건 아닐까란 생각이 항상 있어요 그런데 제가 너무 사랑해서 이기적이지만 평생을 함께하고 싶어하고 있고요 잘 말씀하신 거 같아요
70017,INTP,저도 나중엔 변할 것 같아요 어떤유형으로 옮기셨어요
6846,ENTP,감정 조절도 안되고 이기심이 도를 넘은 수준인데 제 3자의 입장을 감수해서라도 얼른 헤어지라고 하고 싶어요 주변 사람 힘들게 하고 민폐 끼치지 말라고 말씀해주시고
39870,ESTP,무시하고 계속 이기면 나중엔 포기하지 않을까 싶습니다 항복선언 할때까지 마구 이겨주시길
44958,ESTP,근데 본인의 아기니깐 꽂혔다기보단 집중하는거 같아서요 결혼생활에 호감을 산다는건 어떤의미인지 잘 모르겠어서 답글 달았네요
80102,INTP,그리고 엄청 사랑하는 거 느껴지는데 불안해하실 때는 아닙니다 본인의 삶을 제대로 살고 계시면 인팁도 강아지로 돌아올 거예요 계속 불안해하시고 신경쓰고 해하니까 악순환이죠
69786,ISTJ,저희남친은 질투의 화신이에요소유욕도 심함 근데 티내고 의식하기 시작하면 본인도 걷잡을수없을만큼 집착할거라는걸 알기때매 발작버튼 안눌릴려고 노력하더라구요
44972,ISTP,2번의 의미부여 잇팁은 깔끙해요
47278,ISTP,원래 그렇습니다 저도 그렇더라고요 참고로 제가 연하남입니다
42980,ENFJ,제기준 엄청 호감이요 누구에게나 잘웃고 친절한사람일뿐 선은 확실해요 아무한테나 그러진 않아요
21731,ENTP,포기할 수는 있는데 제가 앞으로 어떻게 행동해야 이게 빨리 풀릴지요
1120,ISFP,빠이빠이 하러갑니다
81713,INTP,주장은 확실한게 좋으니 제 생각은 이렇다 맺음형으로 말하되 질문이나 반박을 받는편입니나
31554,ENTP,바쁘거나 일 중 아닐까요
41192,INFJ,뻘하게 터지네여 인프제 사이비에 안낚이는데
11605,ESTP,경험적 3칸이신 거 보니 브레인스토밍보단 행동지향적인 걸 더 선호하시는 편이신가보네
2101,ESTJ,인프제가 염탐갑이군요 지나가다 급 궁금해서 그런데 인프제가 썸붕난 사람을 이후에 친구목록에 다시 넣었다면 무슨 의미일까여
55852,INTP,맞아요 고집도 엄청 세요 저는 잔소리 극혐해서 이번에 오만정 다 떨어진거같아요
1084,INTP,상대방도 같은 생각이면
67228,ISTP,분명 남자분도 이유가 있을거에요 저도 헤어졌던 정확한 이유에 대해서 상대방은 모를거라고 생각해요 그동안 은연중에 말을 했지 이래서 헤어지자는 아니었으니까요 저는 오히려 1년정도 만나면 사랑보다는 신뢰였고 평생을 함께한다고 그려봤을때 그 그림이 행복할까였어요 제가 헤어진 이유는 남자문제 이기심 경제관념 미성숙함 이었습니다
31936,ISTJ,네 그 분 혼자 꽃밭인 것 같아요 카톡 폭탄으로 받아서 처음에는 페이스 맞춰서 답 했는데 만약에 질문까지 더해져서 저 번아웃 되었어요 어렵네요
63135,INTP,몇주못만난게 큰거같네요상대도 별로다싶어 맘이 멀어졌나봐요그사이 다른사람이 생겼을수도있구
49936,ENFJ,234 공감이요
5453,ESFP,처음엔 저도 너무 짜증이 나서 뭐라고 화를 엄청 냈는데 저도 지금 공부중이구 그래서 뭐 제 생각해서 이러나보다 하고 내려놨어용얼마나 스트레스였으면 만나자고 한 당일애 연락 두절전 임고생이라 조금 있으면 시험이거든요댓글 남겨주셔서 감사합니다 enfj들의 특징을 알 수 있었오요 덕분에
